snt_id,sdr,sdr_i,si-snr,si-snr_i
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/6829_1089/mix.wav,2.7069833278656006,3.2390193939208984,1.908994197845459,2.527271270751953
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/5639_8463/mix.wav,2.3323793411254883,2.765392303466797,1.556896686553955,2.040647029876709
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/8555_5639/mix.wav,6.327915191650391,6.377894401550293,5.711659908294678,5.840217590332031
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/8555_8455/mix.wav,15.071063995361328,15.10235595703125,14.739585876464844,14.784502029418945
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/2961_672/mix.wav,1.701733112335205,1.6352198123931885,0.5374538898468018,0.5896028280258179
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/4970_2830/mix.wav,6.780939102172852,6.905549049377441,4.676248550415039,4.859293460845947
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/8230_8455/mix.wav,3.1427175998687744,3.111151933670044,2.6245248317718506,2.6606509685516357
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/2300_8463/mix.wav,7.345963954925537,7.3485565185546875,6.317024230957031,6.387707233428955
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/1284_3570/mix.wav,7.418454170227051,7.533902168273926,6.481326580047607,6.675254821777344
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/5105_1188/mix.wav,7.577191352844238,7.632368087768555,6.971551895141602,7.08259391784668
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/7127_4507/mix.wav,6.854592323303223,6.972096920013428,6.238885879516602,6.582901477813721
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/8230_1089/mix.wav,8.567445755004883,8.616201400756836,7.626007080078125,7.715412139892578
/data/public/EchoSet/test/VLzqgDo317F/0_8_meetingroom_conferenceroom/121_4992/mix.wav,10.097373962402344,10.261260032653809,9.727744102478027,9.9163236618042
